State,County,Income
Kentucky,Lincoln,32881
Kentucky,Livingston,38515
Kentucky,Logan,36834
Kentucky,Lyon,37276
Kentucky,McCracken,49087
Kentucky,McCreary,26600
Kentucky,McLean,39163
Kentucky,Madison,36331
Kentucky,Magoffin,32995
Kentucky,Marion,37340
Kentucky,Marshall,42342
Kentucky,Martin,29905
Kentucky,Mason,41350
Kentucky,Meade,40942
Kentucky,Menifee,31681
Kentucky,Mercer,37806
Kentucky,Metcalfe,31848
Kentucky,Monroe,36837
Kentucky,Montgomery,35915
Kentucky,Morgan,27978
Kentucky,Muhlenberg,35138
Kentucky,Nelson,43809
Kentucky,Nicholas,34856
Kentucky,Ohio,33313
Kentucky,Oldham,66238
Kentucky,Owen,33365
Kentucky,Owsley,32461
Kentucky,Pendleton,45039
Kentucky,Perry,39308
Kentucky,Pike,37490
Kentucky,Powell,32532
Kentucky,Pulaski,38492
Kentucky,Robertson,34196
Kentucky,Rockcastle,32294
Kentucky,Rowan,31566
Kentucky,Russell,37346
Kentucky,Scott,44335
Kentucky,Shelby,46657
Kentucky,Simpson,39235
Kentucky,Spencer,45208
Kentucky,Taylor,35546
Kentucky,Todd,38112
Kentucky,Trigg,37633
Kentucky,Trimble,39400
Kentucky,Union,36348
Kentucky,Warren,38268
Kentucky,Washington,38210
Kentucky,Wayne,28935
Kentucky,Webster,39965
Kentucky,Whitley,34663
Kentucky,Wolfe,31658
Kentucky,Woodford,53292
Louisiana,Acadia,37786
Louisiana,Allen,34644
Louisiana,Ascension,50671
Louisiana,Assumption,47947
Louisiana,Avoyelles,39001
Louisiana,Beauregard,43473
Louisiana,Bienville,39111
Louisiana,Bossier,45110
Louisiana,Caddo,50690
Louisiana,Calcasieu,49664
Louisiana,Caldwell,35353
Louisiana,Cameron,49000
Louisiana,Catahoula,35037
Louisiana,Claiborne,34954
Louisiana,Concordia,34110
Louisiana,De Soto,42298
Louisiana,East Baton Rouge,53002
Louisiana,East Carroll,36035
Louisiana,East Feliciana,42353
Louisiana,Evangeline,33474
Louisiana,Franklin,33250
Louisiana,Grant,31890
Louisiana,Iberia,40403
Louisiana,Iberville,42418
Louisiana,Jackson,34843
Louisiana,Jefferson,52274
Louisiana,Jefferson Davis,42519
Louisiana,Lafayette,49629
Louisiana,Lafourche,45806
Louisiana,LaSalle,33992
Louisiana,Lincoln,40541
Louisiana,Livingston,42217
Louisiana,Madison,33275
Louisiana,Morehouse,39521
Louisiana,Natchitoches,41846
Louisiana,Orleans,53923
Louisiana,Ouachita,42398
Louisiana,Plaquemines,49507
Louisiana,Pointe Coupee,47083
Louisiana,Rapides,46614
Louisiana,Red River,44440
Louisiana,Richland,39080
Louisiana,Sabine,36025
Louisiana,St. Bernard,33556
Louisiana,St. Charles,49660
Louisiana,St. Helena,43338
Louisiana,St. James,52567
Louisiana,St. John the Baptist,41368
Louisiana,St. Landry,41922
Louisiana,St. Martin,39053
Louisiana,St. Mary,40746
Louisiana,St. Tammany,65938
Louisiana,Tangipahoa,38800
Louisiana,Tensas,41323
Louisiana,Terrebonne,42267
Louisiana,Union,40441
Louisiana,Vermilion,40237
Louisiana,Vernon,42755
Louisiana,Washington,34744
Louisiana,Webster,40860
Louisiana,West Baton Rouge,48144
Louisiana,West Carroll,33073
Louisiana,West Feliciana,38926
Louisiana,Winn,37988
Maine,Androscoggin,42968
Maine,Aroostook,43189
Maine,Cumberland,64948
Maine,Franklin,40189
Maine,Hancock,52294
Maine,Kennebec,46958
Maine,Knox,51959
Maine,Lincoln,51687
Maine,Oxford,39240
Maine,Penobscot,43136
Maine,Piscataquis,39614
Maine,Sagadahoc,52736
Maine,Somerset,39282
Maine,Waldo,43793
Maine,Washington,41094
Maine,York,54225
Maryland,Allegany,41454
Maryland,Anne Arundel,69035
Maryland,Baltimore,62976
Maryland,Calvert,63976
Maryland,Caroline,46883
Maryland,Carroll,64288
Maryland,Cecil,49749
Maryland,Charles,57774
Maryland,Dorchester,47699
Maryland,Frederick,64147
Maryland,Garrett,47735
Maryland,Harford,60266
Maryland,Howard,79253
Maryland,Kent,63141
Maryland,Montgomery,90139
Maryland,Prince George's,50625
Maryland,Queen Anne's,66733
Maryland,St. Mary's,58582
Maryland,Somerset,31668
Maryland,Talbot,74711
Maryland,Washington,48650
Maryland,Wicomico,42547
Maryland,Worcester,60222
Maryland,Baltimore City,53378
Massachusetts,Barnstable,77435
Massachusetts,Berkshire,58299
Massachusetts,Bristol,55718
Massachusetts,Dukes,100996
Massachusetts,Essex,69981
Massachusetts,Franklin,56793
Massachusetts,Hampden,53248
Massachusetts,Hampshire,54867
Massachusetts,Middlesex,87192
Massachusetts,Nantucket,136204
Massachusetts,Norfolk,95221
Massachusetts,Plymouth,69669
Massachusetts,Suffolk,83490
Massachusetts,Worcester,58563
Michigan,Alcona,41049
Michigan,Alger,34233
Michigan,Allegan,45937
Michigan,Alpena,41783
Michigan,Antrim,47855
Michigan,Arenac,39009
Michigan,Baraga,34044
Michigan,Barry,45804
Michigan,Bay,43657
Michigan,Benzie,44283
Michigan,Berrien,48237
Michigan,Branch,37202
Michigan,Calhoun,40257
Michigan,Cass,45409
Michigan,Charlevoix,53136
Michigan,Cheboygan,40405
Michigan,Chippewa,35034
Michigan,Clare,34637
Michigan,Clinton,47411
Michigan,Crawford,35407
Michigan,Delta,41210
Michigan,Dickinson,49179
Michigan,Eaton,43365
Michigan,Emmet,58528
Michigan,Genesee,41929
Michigan,Gladwin,37512
Michigan,Gogebic,44113
Michigan,Grand Traverse,51619
Michigan,Gratiot,38274
Michigan,Hillsdale,36033
Michigan,Houghton,39124
Michigan,Huron,47909
Michigan,Ingham,41286
Michigan,Ionia,35518
Michigan,Iosco,39832
Michigan,Iron,45463
Michigan,Isabella,36356
Michigan,Jackson,40387
Michigan,Kalamazoo,49493
Michigan,Kalkaska,35387
Michigan,Kent,53664
Michigan,Keweenaw,47963
Michigan,Lake,33368
Michigan,Lapeer,44706
Michigan,Leelanau,68281
Michigan,Lenawee,40932
Michigan,Livingston,58879
Michigan,Luce,32174
Michigan,Mackinac,45138
Michigan,Macomb,47487
Michigan,Manistee,39389
Michigan,Marquette,40772
Michigan,Mason,41488
Michigan,Mecosta,34090
Michigan,Menominee,44114
Michigan,Midland,55972
Michigan,Missaukee,36922
Michigan,Monroe,48581
Michigan,Montcalm,35537
Michigan,Montmorency,38079
Michigan,Muskegon,39637
Michigan,Newaygo,38429
Michigan,Oakland,73271
Michigan,Oceana,38856
Michigan,Ogemaw,34770
Michigan,Ontonagon,41363
Michigan,Osceola,37636
Michigan,Oscoda,34549
Michigan,Otsego,41925
Michigan,Ottawa,49345
Michigan,Presque Isle,41560
Michigan,Roscommon,37507
Michigan,Saginaw,40533
Michigan,St. Clair,45662
Michigan,St. Joseph,38936
Michigan,Sanilac,38917
Michigan,Schoolcraft,41073
Michigan,Shiawassee,40535
Michigan,Tuscola,38676
Michigan,Van Buren,41773
Michigan,Washtenaw,60843
Michigan,Wayne,44512
Michigan,Wexford,37240
Minnesota,Aitkin,41327
Minnesota,Anoka,52250
Minnesota,Becker,49190
Minnesota,Beltrami,42212
Minnesota,Benton,45458
Minnesota,Big Stone,55491
Minnesota,Blue Earth,46793
Minnesota,Brown,55904
Minnesota,Carlton,44391
Minnesota,Carver,72852
Minnesota,Cass,47981
Minnesota,Chippewa,51230
Minnesota,Chisago,50093
Minnesota,Clay,44023
Minnesota,Clearwater,44765
Minnesota,Cook,54964
Minnesota,Cottonwood,51543
Minnesota,Crow Wing,45685
Minnesota,Dakota,61914
Minnesota,Dodge,47665
Minnesota,Douglas,52691
Minnesota,Faribault,46941
Minnesota,Fillmore,47061
Minnesota,Freeborn,47356
Minnesota,Goodhue,55816
Minnesota,Grant,50366
Minnesota,Hennepin,76552
Minnesota,Houston,53446
Minnesota,Hubbard,45257
Minnesota,Isanti,45781
Minnesota,Itasca,46020
Minnesota,Jackson,57933
Minnesota,Kanabec,43416
Minnesota,Kandiyohi,54111
Minnesota,Kittson,50628
Minnesota,Koochiching,45054
Minnesota,Lac qui Parle,56527
Minnesota,Lake,49743
Minnesota,Lake of the Woods,57121
Minnesota,Le Sueur,50728
Minnesota,Lincoln,52251
Minnesota,Lyon,54108
Minnesota,McLeod,50380
Minnesota,Mahnomen,36427
Minnesota,Marshall,51545
Minnesota,Martin,57091
Minnesota,Meeker,46073
Minnesota,Mille Lacs,43058
Minnesota,Morrison,43703
Minnesota,Mower,47445
Minnesota,Murray,59183
Minnesota,Nicollet,51036
Minnesota,Nobles,49217
Minnesota,Norman,41584
Minnesota,Olmsted,59176
Minnesota,Otter Tail,49277
Minnesota,Pennington,57337
Minnesota,Pine,37971
Minnesota,Pipestone,61830
Minnesota,Polk,48513
Minnesota,Pope,52217
Minnesota,Ramsey,55583
Minnesota,Red Lake,50221
Minnesota,Redwood,54719
Minnesota,Renville,53855
Minnesota,Rice,45092
Minnesota,Rock,57617
Minnesota,Roseau,49328
Minnesota,St. Louis,48718
Minnesota,Scott,62164
Minnesota,Sherburne,47712
Minnesota,Sibley,49408
Minnesota,Stearns,47938
Minnesota,Steele,48580
Minnesota,Stevens,50696
Minnesota,Swift,52813
Minnesota,Todd,43979
Minnesota,Traverse,60535
Minnesota,Wabasha,50042
Minnesota,Wadena,40756
Minnesota,Waseca,44262
Minnesota,Washington,68525
Minnesota,Watonwan,48684
Minnesota,Wilkin,57087
Minnesota,Winona,49412
Minnesota,Wright,51609
Minnesota,Yellow Medicine,57881
Mississippi,Adams,35563
Mississippi,Alcorn,36592
Mississippi,Amite,35151
Mississippi,Attala,34583
Mississippi,Benton,31411
Mississippi,Bolivar,39179
Mississippi,Calhoun,33450
Mississippi,Carroll,38497
Mississippi,Chickasaw,36994
Mississippi,Choctaw,34999
Mississippi,Claiborne,31501
Mississippi,Clarke,38735
Mississippi,Clay,39449
Mississippi,Coahoma,37070
Mississippi,Copiah,33932
Mississippi,Covington,36985
Mississippi,DeSoto,42007
Mississippi,Forrest,39450
Mississippi,Franklin,35353
Mississippi,George,33595
Mississippi,Greene,28617
Mississippi,Grenada,37067
Mississippi,Hancock,36533
Mississippi,Harrison,38140
Mississippi,Hinds,40279
Mississippi,Holmes,29976
Mississippi,Humphreys,34941
Mississippi,Issaquena,27430
Mississippi,Itawamba,36375
Mississippi,Jackson,38269
Mississippi,Jasper,39699
Mississippi,Jefferson,34860
Mississippi,Jefferson Davis,30429
Mississippi,Jones,38740
Mississippi,Kemper,30021
Mississippi,Lafayette,43820
Mississippi,Lamar,40207
Mississippi,Lauderdale,39359
Mississippi,Lawrence,34308
Mississippi,Leake,31441
Mississippi,Lee,42635
Mississippi,Leflore,38974
Mississippi,Lincoln,39441
Mississippi,Lowndes,40717
Mississippi,Madison,65746
Mississippi,Marion,38701
Mississippi,Marshall,34165
Mississippi,Monroe,36295
Mississippi,Montgomery,35910
Mississippi,Neshoba,36785
Mississippi,Newton,35563
Mississippi,Noxubee,34204
Mississippi,Oktibbeha,35457
Mississippi,Panola,33528
Mississippi,Pearl River,37178
Mississippi,Perry,33188
Mississippi,Pike,31536
Mississippi,Pontotoc,33932
Mississippi,Prentiss,31314
Mississippi,Quitman,30185
Mississippi,Rankin,45237
Mississippi,Scott,31585
Mississippi,Sharkey,34830
Mississippi,Simpson,36587
Mississippi,Smith,35445
Mississippi,Stone,33369
Mississippi,Sunflower,31846
Mississippi,Tallahatchie,30451
Mississippi,Tate,36836
Mississippi,Tippah,35061
Mississippi,Tishomingo,34871
Mississippi,Tunica,34325
Mississippi,Union,33027
Mississippi,Walthall,31910
Mississippi,Warren,41102
Mississippi,Washington,38942
Mississippi,Wayne,34961
Mississippi,Webster,39794
Mississippi,Wilkinson,30723
Mississippi,Winston,36414
Mississippi,Yalobusha,38478
Mississippi,Yazoo,27666
Missouri,Adair,33351
Missouri,Andrew,45594
Missouri,Atchison,48160
Missouri,Audrain,39118
Missouri,Barry,35003
Missouri,Barton,36035
Missouri,Bates,40325
Missouri,Benton,38536
Missouri,Bollinger,33632
Missouri,Boone,48525
Missouri,Buchanan,40156
Missouri,Butler,36606
Missouri,Caldwell,38939
Missouri,Callaway,39111
Missouri,Camden,38352
Missouri,Cape Girardeau,46754
Missouri,Carroll,49468
Missouri,Carter,33370
Missouri,Cass,47907
Missouri,Cedar,31208
Missouri,Chariton,46156
Missouri,Christian,41516
Missouri,Clark,36842
Missouri,Clay,48920
Missouri,Clinton,43200
Missouri,Cole,48273
Missouri,Cooper,40212
Missouri,Crawford,36242
Missouri,Dade,35409
Missouri,Dallas,34214
Missouri,Daviess,35453
Missouri,DeKalb,29649
Missouri,Dent,34112
Missouri,Douglas,29191
Missouri,Dunklin,37291
Missouri,Franklin,45672
Missouri,Gasconade,40932
Missouri,Gentry,44599
Missouri,Greene,45476
Missouri,Grundy,36146
Missouri,Harrison,38154
Missouri,Henry,42741
Missouri,Hickory,29033
Missouri,Holt,53880
Missouri,Howard,41534
Missouri,Howell,35261
Missouri,Iron,34554
Missouri,Jackson,47819
Missouri,Jasper,42348
Missouri,Jefferson,43259
Missouri,Johnson,37615
Missouri,Knox,37092
Missouri,Laclede,37228
Missouri,Lafayette,42819
Missouri,Lawrence,34465
Missouri,Lewis,37197
Missouri,Lincoln,41082
Missouri,Linn,40419
Missouri,Livingston,39305
Missouri,McDonald,28931
Missouri,Macon,43173
Missouri,Madison,37430
Missouri,Maries,34965
Missouri,Marion,41677
Missouri,Mercer,34283
Missouri,Miller,36501
Missouri,Mississippi,33213
Missouri,Moniteau,36675
Missouri,Monroe,42136
Missouri,Montgomery,41354
Missouri,Morgan,40924
Missouri,New Madrid,38281
Missouri,Newton,39495
Missouri,Nodaway,33466
Missouri,Oregon,30778
Missouri,Osage,46222
Missouri,Ozark,31526
Missouri,Pemiscot,37487
Missouri,Perry,42182
Missouri,Pettis,38545
Missouri,Phelps,40208
Missouri,Pike,35410
Missouri,Platte,59095
Missouri,Polk,35193
Missouri,Pulaski,41734
Missouri,Putnam,37336
Missouri,Ralls,40447
Missouri,Randolph,40856
Missouri,Ray,43569
Missouri,Reynolds,35467
Missouri,Ripley,31522
Missouri,St. Charles,54472
Missouri,St. Clair,30578
Missouri,Ste. Genevieve,41802
Missouri,St. Francois,34886
Missouri,St. Louis,73016
Missouri,Saline,39037
Missouri,Schuyler,30715
Missouri,Scotland,36001
Missouri,Scott,41626
Missouri,Shannon,31184
Missouri,Shelby,41446
Missouri,Stoddard,37365
Missouri,Stone,39225
Missouri,Sullivan,41690
Missouri,Taney,36794
Missouri,Texas,29618
Missouri,Vernon,35742
Missouri,Warren,42648
Missouri,Washington,30490
Missouri,Wayne,30930
Missouri,Webster,33387
Missouri,Worth,40013
Missouri,Wright,33243
Missouri,St. Louis City,48202
Montana,Beaverhead,48424
Montana,Big Horn,31887
Montana,Blaine,33560
Montana,Broadwater,45211
Montana,Carbon,52371
Montana,Carter,41642
Montana,Cascade,49803
Montana,Chouteau,41312
Montana,Custer,47268
Montana,Daniels,48385
Montana,Dawson,47273
Montana,Deer Lodge,41454
Montana,Fallon,50824
Montana,Fergus,46646
Montana,Flathead,48866
Montana,Gallatin,58195
Montana,Garfield,33995
Montana,Glacier,36484
Montana,Golden Valley,52862
Montana,Granite,44717
Montana,Hill,47082
Montana,Jefferson,49780
Montana,Judith Basin,50997
Montana,Lake,40754
Montana,Lewis and Clark,50600
Montana,Liberty,47675
Montana,Lincoln,37155
Montana,McCone,39913
Montana,Madison,53567
Montana,Meagher,46461
Montana,Mineral,40547
Montana,Missoula,51090
Montana,Musselshell,45902
Montana,Park,51538
Montana,Petroleum,37070
Montana,Phillips,42055
Montana,Pondera,47477
Montana,Powder River,35063
Montana,Powell,44111
Montana,Prairie,49750
Montana,Ravalli,46768
Montana,Richland,64486
Montana,Roosevelt,36067
Montana,Rosebud,45929
Montana,Sanders,36296
Montana,Sheridan,49659
Montana,Silver Bow,49285
Montana,Stillwater,53913
Montana,Sweet Grass,48591
Montana,Teton,49840
Montana,Toole,56222
Montana,Treasure,61553
Montana,Valley,47831
Montana,Wheatland,40015
Montana,Wibaux,42078
Montana,Yellowstone,54069
Nebraska,Adams,50399
Nebraska,Antelope,54945
Nebraska,Arthur,48955
Nebraska,Banner,55695
Nebraska,Blaine,60120
Nebraska,Boone,58042
Nebraska,Box Butte,50518
Nebraska,Boyd,57949
Nebraska,Brown,57563
Nebraska,Buffalo,57453
Nebraska,Burt,50943
Nebraska,Butler,50050
Nebraska,Cass,53422
Nebraska,Cedar,50992
Nebraska,Chase,61516
Nebraska,Cherry,46632
Nebraska,Cheyenne,49384
Nebraska,Clay,51362
Nebraska,Colfax,44785
Nebraska,Cuming,67977
Nebraska,Custer,49091
Nebraska,Dakota,43872
Nebraska,Dawes,38564
Nebraska,Dawson,46256
Nebraska,Deuel,42899
Nebraska,Dixon,43920
Nebraska,Dodge,48123
Nebraska,Douglas,63853
Nebraska,Dundy,74921
Nebraska,Fillmore,59979
Nebraska,Franklin,49619
Nebraska,Frontier,38860
Nebraska,Furnas,46012
Nebraska,Gage,49057
Nebraska,Garden,48213
Nebraska,Garfield,41192
Nebraska,Gosper,50478
Nebraska,Grant,51082
Nebraska,Greeley,46979
Nebraska,Hall,45112
Nebraska,Hamilton,56372
Nebraska,Harlan,53210
Nebraska,Hayes,70008
Nebraska,Hitchcock,39690
Nebraska,Holt,54796
Nebraska,Hooker,51849
Nebraska,Howard,46471
Nebraska,Jefferson,50079
Nebraska,Johnson,36262
Nebraska,Kearney,56230
Nebraska,Keith,48533
Nebraska,Keya Paha,52917
Nebraska,Kimball,44484
Nebraska,Knox,47418
Nebraska,Lancaster,50743
Nebraska,Lincoln,49052
Nebraska,Logan,53451
Nebraska,Loup,52977
Nebraska,McPherson,47684
Nebraska,Madison,51785
Nebraska,Merrick,47637
Nebraska,Morrill,58632
Nebraska,Nance,40934
Nebraska,Nemaha,49201
Nebraska,Nuckolls,53144
Nebraska,Otoe,55284
Nebraska,Pawnee,45191
Nebraska,Perkins,65325
Nebraska,Phelps,54249
Nebraska,Pierce,56236
Nebraska,Platte,48102
Nebraska,Polk,53462
Nebraska,Red Willow,47027
Nebraska,Richardson,50988
Nebraska,Rock,62018
Nebraska,Saline,44351
Nebraska,Sarpy,52190
Nebraska,Saunders,53427
Nebraska,Scotts Bluff,45992
Nebraska,Seward,52487
Nebraska,Sheridan,48644
Nebraska,Sherman,42984
Nebraska,Sioux,52159
Nebraska,Stanton,45869
Nebraska,Thayer,56265
Nebraska,Thomas,55960
Nebraska,Thurston,39667
Nebraska,Valley,49708
Nebraska,Washington,57962
Nebraska,Wayne,44879
Nebraska,Webster,52857
Nebraska,Wheeler,82976
Nebraska,York,51573
Nevada,Churchill,45219
Nevada,Clark,48806
Nevada,Douglas,75635
Nevada,Elko,48584
Nevada,Esmeralda,41641
Nevada,Eureka,42932
Nevada,Humboldt,49228
Nevada,Lander,69293
Nevada,Lincoln,39362
Nevada,Lyon,39650
Nevada,Mineral,41634
Nevada,Nye,39431
Nevada,Pershing,32859
Nevada,Storey,59628
Nevada,Washoe,63360
Nevada,White Pine,46761
Nevada,Carson City,52470
New Hampshire,Belknap,63308
New Hampshire,Carroll,60157
New Hampshire,Cheshire,53141
New Hampshire,Coos,44399
New Hampshire,Grafton,63319
New Hampshire,Hillsborough,63218
New Hampshire,Merrimack,59593
New Hampshire,Rockingham,76902
New Hampshire,Strafford,52387
New Hampshire,Sullivan,54115
New Jersey,Atlantic,50631
New Jersey,Bergen,89456
New Jersey,Burlington,63605
New Jersey,Camden,55780
New Jersey,Cape May,62734
New Jersey,Cumberland,41237
New Jersey,Essex,67657
New Jersey,Gloucester,56499
New Jersey,Hudson,69406
New Jersey,Hunterdon,92291
New Jersey,Mercer,71790
New Jersey,Middlesex,63457
New Jersey,Monmouth,82551
New Jersey,Morris,101646
New Jersey,Ocean,53139
New Jersey,Passaic,52129
New Jersey,Salem,50203
New Jersey,Somerset,109916
New Jersey,Sussex,63784
New Jersey,Union,70865
New Jersey,Warren,57854
New Mexico,Bernalillo,45431
New Mexico,Catron,32866
New Mexico,Chaves,41746
New Mexico,Cibola,29384
New Mexico,Colfax,42497
New Mexico,Curry,44914
New Mexico,De Baca,52191
New Mexico,Doña Ana,37756
New Mexico,Eddy,59661
New Mexico,Grant,42959
New Mexico,Guadalupe,35516
New Mexico,Harding,44883
New Mexico,Hidalgo,44716
New Mexico,Lea,49039
New Mexico,Lincoln,42900
New Mexico,Los Alamos,73821
New Mexico,Luna,33927
New Mexico,McKinley,29714
New Mexico,Mora,39987
New Mexico,Otero,35889
New Mexico,Quay,41569
New Mexico,Rio Arriba,36100
New Mexico,Roosevelt,43330
New Mexico,Sandoval,43125
New Mexico,San Juan,35999
New Mexico,San Miguel,36105
New Mexico,Santa Fe,60276
New Mexico,Sierra,42255
New Mexico,Socorro,35867
New Mexico,Taos,38810
New Mexico,Torrance,33446
New Mexico,Union,37763
New Mexico,Valencia,34964
New York,Albany,63037
New York,Allegany,36164
New York,Bronx,39711
New York,Broome,46361
New York,Cattaraugus,41774
New York,Cayuga,44520
New York,Chautauqua,42355
New York,Chemung,46421
New York,Chenango,44146
New York,Clinton,45112
New York,Columbia,58123
New York,Cortland,42252
New York,Delaware,42220
New York,Dutchess,58478
New York,Erie,53498
New York,Essex,48181
New York,Franklin,39649
New York,Fulton,45459
New York,Genesee,46181
New York,Greene,49100
New York,Hamilton,55578
New York,Herkimer,43479
New York,Jefferson,49365
New York,Kings,56080
New York,Lewis,47471
New York,Livingston,48268
New York,Madison,45794
New York,Monroe,55034
New York,Montgomery,43272
New York,Nassau,93241
New York,New York,197847
New York,Niagara,47207
New York,Oneida,46867
New York,Onondaga,55564
New York,Ontario,55541
New York,Orange,53656
New York,Orleans,41050
New York,Oswego,42025
New York,Otsego,45774
New York,Putnam,69365
New York,Queens,53008
New York,Rensselaer,51356
New York,Richmond,58890
New York,Rockland,63167
New York,St. Lawrence,39697
New York,Saratoga,72757
New York,Schenectady,51697
New York,Schoharie,43113
New York,Schuyler,43262
New York,Seneca,40534
New York,Steuben,47212
New York,Suffolk,71911
New York,Sullivan,48753
New York,Tioga,46969
New York,Tompkins,46496
New York,Ulster,53006
New York,Warren,55181
New York,Washington,42181
New York,Wayne,47886
New York,Westchester,113477
New York,Wyoming,43176
New York,Yates,40877
North Carolina,Alamance,41193
North Carolina,Alexander,37622
North Carolina,Alleghany,38514
North Carolina,Anson,36307
North Carolina,Ashe,36426
North Carolina,Avery,36748
North Carolina,Beaufort,43743
North Carolina,Bertie,37424
North Carolina,Bladen,36312
North Carolina,Brunswick,44129
North Carolina,Buncombe,50690
North Carolina,Burke,36212
North Carolina,Cabarrus,46615
North Carolina,Caldwell,36609
North Carolina,Camden,46366
North Carolina,Carteret,51582
North Carolina,Caswell,36153
North Carolina,Catawba,46367
North Carolina,Chatham,64807
North Carolina,Cherokee,33402
North Carolina,Chowan,42314
North Carolina,Clay,34391
North Carolina,Cleveland,38644
North Carolina,Columbus,33743
North Carolina,Craven,46446
North Carolina,Cumberland,40233
North Carolina,Currituck,47767
North Carolina,Dare,57688
North Carolina,Davidson,40876
North Carolina,Davie,49508
North Carolina,Duplin,35208
North Carolina,Durham,51713
North Carolina,Edgecombe,36814
North Carolina,Forsyth,49247
North Carolina,Franklin,37089
North Carolina,Gaston,41506
North Carolina,Gates,38851
North Carolina,Graham,35040
North Carolina,Granville,39610
North Carolina,Greene,32904
North Carolina,Guilford,47546
North Carolina,Halifax,37854
North Carolina,Harnett,35484
North Carolina,Haywood,41798
North Carolina,Henderson,45342
North Carolina,Hertford,33251
North Carolina,Hoke,32574
North Carolina,Hyde,40044
North Carolina,Iredell,52423
North Carolina,Jackson,34860
North Carolina,Johnston,41327
North Carolina,Jones,42024
North Carolina,Lee,42021
North Carolina,Lenoir,41752
North Carolina,Lincoln,47178
North Carolina,McDowell,35227
North Carolina,Macon,40848
North Carolina,Madison,35729
North Carolina,Martin,35541
North Carolina,Mecklenburg,62890
North Carolina,Mitchell,36684
North Carolina,Montgomery,36181
North Carolina,Moore,51913
North Carolina,Nash,43971
North Carolina,New Hanover,48029
North Carolina,Northampton,36597
North Carolina,Onslow,47525
North Carolina,Orange,65185
North Carolina,Pamlico,43290
North Carolina,Pasquotank,40388
North Carolina,Pender,38338
North Carolina,Perquimans,41804
North Carolina,Person,39119
North Carolina,Pitt,43325
North Carolina,Polk,45459
North Carolina,Randolph,38892
North Carolina,Richmond,35630
North Carolina,Robeson,30423
North Carolina,Rockingham,38419
North Carolina,Rowan,40213
North Carolina,Rutherford,34021
North Carolina,Sampson,35871
North Carolina,Scotland,33938
North Carolina,Stanly,40157
North Carolina,Stokes,38835
North Carolina,Surry,39525
North Carolina,Swain,40819
North Carolina,Transylvania,42515
North Carolina,Tyrrell,32712
North Carolina,Union,53417
North Carolina,Vance,35278
North Carolina,Wake,62264
North Carolina,Warren,30377
North Carolina,Washington,37481
North Carolina,Watauga,38720
North Carolina,Wayne,39894
North Carolina,Wilkes,37313
North Carolina,Wilson,41339
North Carolina,Yadkin,38816
North Carolina,Yancey,37812
North Dakota,Adams,50172
North Dakota,Barnes,55764
North Dakota,Benson,36139
North Dakota,Billings,79550
North Dakota,Bottineau,61071
North Dakota,Bowman,66566
North Dakota,Burke,74224
North Dakota,Burleigh,60117
North Dakota,Cass,58783
North Dakota,Cavalier,65298
North Dakota,Dickey,60512
North Dakota,Divide,52476
North Dakota,Dunn,63237
North Dakota,Eddy,59794
North Dakota,Emmons,49101
North Dakota,Foster,59570
North Dakota,Golden Valley,37688
North Dakota,Grand Forks,53502
North Dakota,Grant,45370
North Dakota,Griggs,56996
North Dakota,Hettinger,49775
North Dakota,Kidder,52877
North Dakota,LaMoure,57831
North Dakota,Logan,51670
North Dakota,McHenry,52038
North Dakota,McIntosh,58245
North Dakota,McKenzie,65130
North Dakota,McLean,55710
North Dakota,Mercer,57936
North Dakota,Morton,53454
North Dakota,Mountrail,61569
North Dakota,Nelson,60964
North Dakota,Oliver,44140
North Dakota,Pembina,60512
North Dakota,Pierce,49600
North Dakota,Ramsey,50047
North Dakota,Ransom,57933
North Dakota,Renville,70486
North Dakota,Richland,51045
North Dakota,Rolette,36875
North Dakota,Sargent,61102
North Dakota,Sheridan,46962
North Dakota,Sioux,28524
North Dakota,Slope,46328
North Dakota,Stark,63942
North Dakota,Steele,57770
North Dakota,Stutsman,53065
North Dakota,Towner,62530
North Dakota,Traill,53140
North Dakota,Walsh,51995
North Dakota,Ward,56088
North Dakota,Wells,59292
North Dakota,Williams,68291
Ohio,Adams,35269
Ohio,Allen,43788
Ohio,Ashland,39977
Ohio,Ashtabula,39767
Ohio,Athens,34796
Ohio,Auglaize,49789
Ohio,Belmont,42987
Ohio,Brown,38401
Ohio,Butler,49146
Ohio,Carroll,40833
Ohio,Champaign,42432
Ohio,Clark,41811
Ohio,Clermont,55842
Ohio,Clinton,46599
Ohio,Columbiana,39311
Ohio,Coshocton,35962
Ohio,Crawford,39844
Ohio,Cuyahoga,56502
Ohio,Darke,44297
Ohio,Defiance,42003
Ohio,Delaware,75778
Ohio,Erie,61821
Ohio,Fairfield,47295
Ohio,Fayette,40002
Ohio,Franklin,51644
Ohio,Fulton,46811
Ohio,Gallia,40038
Ohio,Geauga,70955
Ohio,Greene,51509
Ohio,Guernsey,41613
Ohio,Hamilton,61732
Ohio,Hancock,51762
Ohio,Hardin,33788
Ohio,Harrison,39209
Ohio,Henry,46006
Ohio,Highland,37317
Ohio,Hocking,38975
Ohio,Holmes,46876
Ohio,Huron,41797
Ohio,Jackson,36672
Ohio,Jefferson,40844
Ohio,Knox,44019
Ohio,Lake,52475
Ohio,Lawrence,39610
Ohio,Licking,47097
Ohio,Logan,44030
Ohio,Lorain,47666
